county_code,district_code,school_code,district_name,school_name,entity_name,auth,program,charter,facility,school_type,entity_level_num
09,61903,0000000,Lake Tahoe Unified,,Lake Tahoe Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
09,61911,0000000,Latrobe,,Latrobe,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
09,61929,0000000,Mother Lode Union Elementary,,Mother Lode Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
09,61952,0000000,Placerville Union Elementary,,Placerville Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
09,61960,0000000,Pollock Pines Elementary,,Pollock Pines Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
09,61978,0000000,Rescue Union Elementary,,Rescue Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
09,61986,0000000,Silver Fork Elementary,,Silver Fork Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
09,69369,0000000,Alum Rock Union Elementary,,Alum Rock Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
09,69377,0000000,Berryessa Union Elementary,,Berryessa Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
09,69385,0000000,Cambrian,,Cambrian,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
09,69393,0000000,Campbell Union,,Campbell Union,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
09,69401,0000000,Campbell Union High,,Campbell Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
09,69419,0000000,Cupertino Union,,Cupertino Union,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
09,69427,0000000,East Side Union High,,East Side Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
09,69435,0000000,Evergreen Elementary,,Evergreen Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
09,69450,0000000,Franklin-McKinley Elementary,,Franklin-McKinley Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
09,69468,0000000,Fremont Union High,,Fremont Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
09,69484,0000000,Gilroy Unified,,Gilroy Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
09,69492,0000000,Lakeside Joint,,Lakeside Joint,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
09,69500,0000000,Loma Prieta Joint Union Elementary,,Loma Prieta Joint Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
09,69518,0000000,Los Altos Elementary,,Los Altos Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
09,69526,0000000,Los Gatos Union Elementary,,Los Gatos Union Elementary,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
09,69534,0000000,Los Gatos-Saratoga Union High,,Los Gatos-Saratoga Union High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
09,69542,0000000,Luther Burbank,,Luther Burbank,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
09,69575,0000000,Moreland,,Moreland,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
09,69583,0000000,Morgan Hill Unified,,Morgan Hill Unified,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2
